author,categoria,ciberacoso,texto,Unnamed: 4
Frank_Matematic,0,0.0,Los colombianos sabemos que el imbécil es usted Francisco Barbosa ¡te vas a podrir en la cárcel! Cada vez es más sospechoso su ataque al gobierno.,
NandoGiraldo23,0,0.0,"No creo que te guste que un desconocido te duerma, y te lleve a tu casa para metertela en contra de tu voluntad, imbécil.",
Maotze2019,0,0.0,El único imbécil fue el que dejó al fiscal más inepto de la historia. Una fiscalía que defiende a los acusados y revictimiza a las víctimas. Asco.,
ManuelC₈,0,0.0,"El monopolio de la cocaína lo domina Las FARC, la misma con la que simpatiza su presidente y hasta ud, que su fanatismo no se lo deje ver es otra cosa, así que no se haga el imbécil y no nos achaque ese bulto.",
PabloClavijo16,2,1.0,Aparte de imbecil y tarado también esta loco,
ChChloza,2,1.0,Vos el mayor imbécil,
fincaraizJC,2,1.0,Este imbécil a esta hora se le tuerce el teclado,
fcrespov,4,1.0,"Y tu robaste millones durante tu estadia en el SENA, y ni siquiera hay una disculpa, te sacaron por incompetente y ahora, eres además imbécil",
IsaDellscherff,2,1.0,El imbécil sos vos. Uno no puede justificar un asesinato diciendo que sólo es un animal. Pedazo de enfermo.,
lamargaraochoa,2,1.0,jajajajaaj no sabe ni escribir la imbécil,
Alexand26401905,0,0.0,"No soy rascista y mucho menos imbecil, esta senora es una vividora, acomplejada. La verdad me importa 0 sua raices, trabaje por el pais, para eso se le paga.",
Roger192809,0,0.0,"Que no hay recursos para una icbf para los ladrones, este man es un imbecil que cree que hay plata para hacer una cárcel, es peor candidato de cali.",
difzara87,2,1.0,"Deja de hablar pendejadas, imbécil.",
jorgeluism1971,0,0.0,"A ver imbécil un presidente y una vicepresidente llegan al principal cargó del país no es para encerrarse en la casa de nariño a delinquir como lo han hecho los otros, por obvias razones tienen que hacer muchos desplazamientos a otros países y continentes,eso se llama gestión",
Liceth05545181,2,1.0,"Comentario pendejo de un imbécil que ni vive aquí y se cree con el derecho de opinar, están hablando pedazo de atembado de la energía no de impuestos, cafre!",
hugoachavesc,2,1.0,Pero vos sos un pedazo de imbecil q ni siquiera los numeros sos capaz de interpretar bien,
foreroca,2,1.0,"Imbecil, el salario se lo pagan en una cuenta de nómina que necesidad del efectivo? Porque son tan imbeciles",
Gabriel33283478,0,0.0,"Este imbécil ya no sabe que más publicar para desprestigiar el gobierno,  señor usted no es periodista usted es un activista político de Uribe.",
AlejoAcrata,2,1.0,Que pedazo de imbecil este Eduardo,
Gabriel33283478,0,0.0,"Quien le dijo a usted que eran gestores de paz imbécil, 20 años de violencia y creación de grupos paramilitares y quiere que Petro acabe con ellos en 10 meses.",
ailatantpwk,2,1.0,Malparido hpta viejo asqueroso vale más un pedazo de mierda aplastado que la vida de este imbecil,
gnz76,2,1.0,Preguntas tan estúpidas..vayase mejor a vivir a Venezuela o a Cuba y vive en su puto comunismo imbécil.,
WilliamEspino19,0,0.0,"Huy, que tenaz de tanto imbécil manejando así, Acá en Cali es lo mismo, los que bajan del Km 18",
Fernand33822170,0,0.0,No falta el imbecil que hace comentarios ignorantes por desinformación,
democrata2022,0,0.0,Por eso es q estamos como estamos con tanto imbecil suelto.,
miguelacd9315,2,1.0,"Jajaja ""ayúdenme"" dice el HP ridículo este, se difunde la estupidez con vos y la ineptitud e ignorancia en pobre imbécil que no tiene ni la menor idea de lo que dice ni piensa",
CiudadanoPipe,0,0.0,"""orden y autoridad"" ""militarizar"" . No tienen la más mínima idea de cómo solucionar las diversas violencias de la ciudad. y otro imbécil del mismo corte leí q estaba hablando de una mega cárcel jajaja. No se les cae una idea decente de la cabeza.",
Camiloelchango,0,0.0,"Debí parecer un imbécil diciendo que la piña sabía feo, lo que sabe feo es esa salsa r malparida",
HyG_CONSULTORES,0,0.0,"Le ofrezco mil disculpas por haber tenido que vivir esa situación por culpa de un imbécil... Hay demasiados atorrantes, subnormales, que no son más que poco hombre... Recupérate  pronto, que Dios te bendiga y proteja siempre.",
fcrespov,2,1.0,"Definitivamente, la riqueza la ha vuelto estupida, imbecil, tarada y con muestras de retraso cognitivo.",
1965Visitador,0,0.0,"Que vergüenza ante el mundo, por el imbécil que eligieron por presidente",
anddy_MB08,0,0.0,"Pero ser tan imbecil y fallarle a la única persona que estuvo para ti, aún cuando tu propia familia te dio la espalda",
DonMister_,0,0.0,"Que el imbecil de tulio y romero sigan de "" buenos samaritanos"" estan como los padres que ven a los hijos golpeados todo los dias h siguen con "" la violencia no lleva a nada"" sean igual de agresivos oara todo, no cedan, NO SEAN MARICAS",
Fernand33822170,0,0.0,"Leyendo comentarios de gente ignorante y desinformada y si, es necesario que el gobierno nuevamente se ponga a la tarea de socializar la Reforma.  Hay mucho imbecil que cree y piensa que el sistema de salud se acabó cuando lo que se acabó fue la robadera que tenían las EPS",
hijodepetro,0,0.0,Ahora no falta el imbecil que diga que es culpa de Petro,
VanessaBdoya,0,0.0,"Pues cuando se necesita trabajar fuera de casa, tienes un espacio cómodo, limpio y a precio de un café 🤷🏻‍♀️ más imbécil es ir juzgando a la ligera…",
Andres_Cortes99,0,0.0,"Habla el oportunista más joven de la galaxia, el mínimi de Fajardo que critica y señala al gobierno en redes, nutriendo el asqueroso discurso de la derecha, pero cuando se encuentra a Petro en persona se desboca por tomarse la foto a su lado. Tibio cobarde e hipócrita.",
GatoJasz,0,0.0,"No es que no haya ""nivel"" de teatro en los grupos caleños. Es que no todos estamos dispuestos a chuparle las bolas a ese junte asqueroso de acosadores, cómplices y demás... Pero tranquilos que no nos dimos cuenta 🙂 pikos y disfruten su festival en decadencia",
vendotintos,2,1.0,"Con razón Germán Augusto Rodríguez Londoño es su compinche, UN MEDIOCRE Y GUSANO PUSILANIME que no le quedó otra que perseguirme y acosarme. Un asqueroso y sucio provinciano uribista de padre borrachín y madre prostituta, compinche de unas enfermas mentales.",
MiD10sYesus,2,1.0,Igualmente Osorio hijueputa te odio para siempre panadero asqueroso,
Andres_Cortes99,0,0.0,"Sembrar cizaña, pánico e incertidumbre es su forma de generar titulares en el pasquín asqueroso que dirige.",
johanvargas96,0,0.0,Esto es lo más asqueroso y vergonzoso que puede existir en el mundo!! Y me importa un culo que opinen,
RoronoaZoro2013,2,1.0,Hablo el manteco más grasoso y asqueroso que hay jajaj,
ChrisAlarme,2,1.0,Que man para cantar tan asqueroso,
Ralie16v,0,0.0,Como es posible que en Cali llueva y se sienta ese calor tan asqueroso al mismo tiempo.,
09150222a,0,0.0,Que turno tan asqueroso mka,
Brayan2292S,0,0.0,"esa frasecita de “Sirvienta” la dejo mal parada y a los que votaron por usted cómo yo, ojalá se disculpe públicamente. Es asqueroso cómo señala a una persona de esa forma.",
AndresFKhalifa,2,1.0,"Qué asco este man, en serio. Este hp asqueroso. Una puta perra de la farándula se volvió.",
ailatantpwk,2,1.0,Malparido hpta viejo asqueroso vale más un pedazo de mierda aplastado que la vida de este imbecil,
loshijosdeltrue,0,0.0,KATY JUVINAO VIENE A ENSEÑARLE A PETRO COMO GOBERNAR Y SALE A DEFENDER AL PERIODISMO ASQUEROSO Y VENDIDO CUANTO TE PAGARON POR ESE VIDEITO,
pluss1999,0,0.0,"Me da vergüenza y demasiada ira ver los trinos de Mafe Cabal.  Denigra la profesión de los politólogos, miente y de forma consciente o inconsciente promueve un revisionismo histórico  negacionista con fines políticos. ES ASQUEROSO.",
baaledwin,0,0.0,"Mira que muchas veces defiendo a las personas adulto mayores por su vulnerabilidad pero lo que hizo el señor envenenando al perro no tiene misericordia, simplemente es un asqueroso ser humano.",
0estresmipapa,2,1.0,Nada más asqueroso que el sonido de este pelado respirando con 5 litros de mocos en esa nariz,
COLONIA1996,2,1.0,"Ese perrro asqueroso que vergüenza pensar que desde pequeño mi papa siempre me hablaba de él y de Arley, Mayer perro hptaaaa",
johnpy1988,2,1.0,Ese culo tan asqueroso,
Jheybarrero,0,0.0,Y si no voy a rotación ? Que sueño tan asqueroso y sumado a ello que aguacero,
Michortega18,0,0.0,Que dolor de cabeza tan asqueroso.,
jsolis15,2,1.0,Imbecil asqueroso,
modios28,4,1.0,Este es otro asqueroso e hijodeputa BANDIDO.,
tigre903,4,1.0,"A este Hilo le faltan como 100 capítulos de cosas perversas pero es un pequeño resumen del asqueroso,corrupto,delincuencial y podrido gobierno de Petrosky,",
sophiiaav_,0,0.0,no papi que partido tan asqueroso,
jotac79,0,0.0,"Que cochino y asqueroso todo, parecen ratas tirándoselas a ver quien se queda con el queso, lo siento por petro pero sin duda muy mal rodeado y algunos nombramientos muy cuestionables",
iSkyBell,0,0.0,Que tiene de gracioso eso? Entiendo la mofa pero es asqueroso ese humor.,
JhoanMParraR90,2,1.0,Asqueroso borracho.,
bonsai1122,2,1.0,"Anda lavate esa jeta maloliente, asqueroso",
arhianhitha,2,1.0,Asqueroso personaje!,
JuanPa_Barrera,2,1.0,“Periodista” mediocre poniendo a medias la información. Manipulador asqueroso,
JhoanMParraR90,0,0.0,"Asqueroso lo de la niñera, mientras tanto buscando salirse por las ramas.",
DavidSMillan1,0,0.0,No solo innecesario sino asqueroso,
FelipeRes3,0,0.0,"Es asqueroso la forma de querer hacer política,  tenga dignidad y renuncie a su postulacion.",
erikamdsc,2,1.0,Perro asqueroso. Ya lo sabíamos. Con esa cara de oligarca.,
juankdog,2,1.0,"Que HDP tan cansona con ese tema, será que puede escribir algo diferente malnacida, engendro ASQUEROSO",
Dealgolo1,2,1.0,Asqueroso ser,
Dieterarq,2,1.0,"Menos mal no fuiste vicepresidenta y ya no lo serás ud es lo más asqueroso que pudo haber elegido Rodolfo cómo candidata a dicho cargo, nuevamente ya le pago?",
jose_cade,2,1.0,Jajaja ebrio asqueroso,
MILarrarte,2,1.0,Asqueroso enfermo,
LuisRodriguezC4,2,1.0,Que dice lo más hipócrita y asqueroso del mundo?,
JuanVeloza19,0,0.0,Día asqueroso la verdad,
will_grisales,2,1.0,"sos un asqueroso,  hpta desperdicio.",
Eri__003,0,0.0,Si lina ESO viene haciendo el uribismo desde el nuevo gobierno ES LO MÁS ASQUEROSO QUE PUEDE EXISTIR,
estebanlou96,0,0.0,Hptaaa arbitraje tan ASQUEROSO,
eugenavi,2,1.0,Ese hp es un ASQUEROSO,
RoronoaZoro2013,2,1.0,"A este 🐷 ceboso el papá lo violaba de niño, uhhh si no hay otra razón para tanta estupidez que escribe el manteco asqueroso",
Eduardo61374617,2,1.0,"Ese SANCHEZ Cristo es lo mas asqueroso q hay en el periodismo Colombiano, claro q hay muchos más vendidos, abortos de la naturaleza",
Pablothehater,2,1.0,Lagarto asqueroso,
RoronoaZoro2013,2,1.0,Bobo hpta asqueroso,
Andres_Cortes99,0,0.0,"cuál grave crisis, sus titulares rimbombantes en ese asqueroso pasquín no representan la realidad. Se está volviendo loca de poder, cálmese y recójase señora ",
MaflaRonald,0,0.0,Benedetti lo volvió 💩 y nadie del partido asqueroso ese al que pertenece lo defendió en lo más mínimo. Es lo más mínimo que ha podido llegar al congreso solo igualado por Polo Polo,
Andres_Cortes99,0,0.0,"Descarada, como si en ese pasquín asqueroso publicara algo cierto, solo mentiras, infamias y propagando política en favor del genocida.",
Jhonivanmb,0,0.0,"Primera dama vice o la vecina calenturienta o la mamá o hija de cualquiera sepan que chupar hueso es asqueroso, ordinario y vulgar…",
MoraDelga,0,0.0,"públicamente les estoy diciendo que ya no deseo su servicio, que desistalen esa porquería de servicio que no sirve para nada y que les pago hasta hoy, no deseo un día mas su asqueroso servicio.",
JuanRojas0710,0,0.0,"Más asqueroso es que lo perdonen, ojo ahí",
MoraDelga,0,0.0,Y guardan silencio administrativo lo que conlleva a que todas mis solicitudes son aceptadas ! DESEO LA DESISTALACION DE SU ASQUEROSO SERVICIO DE IBTERNET Y UNA COMPENSACIÓN POR DAÑOS Y PERJUICIOS COMPROBABLES DE TRABAJO,
PortugalloLucho,0,0.0,Si halan el hilo del otro extremo de la madeja se van a encontrar con más nudos en éste asqueroso gobierno. Toda una banda narcocriminal!,
GaiaAzul4,2,1.0,HÁGAME EL TRIPLE HIJUEPUTA FAVOR CON ESTA GONORREA,
AlejoAlomia,0,0.0,"Es frustrante y que gonorrea no saber hablar en señas, cómo atender así ",
pipevelascob,0,0.0,jajaja ya hasta a Diego le llegó esta desfachates. Que gonorrea.,
fcrespov,2,1.0,"Un gonorrea sifilitico opinando, que tal?",
fcrespov,2,1.0,"Ve gonorrea, eso lo dejo tu puyón",
zarama94,0,0.0,Q gonorrea como los presentimientos son tan efectivos.,
KaterinneFranco,0,0.0,A lo bien pana A LO BIEN que gonorrea,
ToroDeArena,2,1.0,Nunca es lo mismo gonorrea solo q hay que tener coherencia bastardo,
jhoniramirez,2,1.0,Si claro gran hijueputa y el diplomado lo hacemos con vos Gonorrea,
Ghostofcalex,0,0.0,Que gonorrea que una persona sea capaz de subirte el ánimo tanto. Lo paila es que así mismo lo baja.,
Jottanan,0,0.0,Esos “ve una pregunta”… siempre terminan en una gonorrea de pregunta,
jhoniramirez,4,1.0,"Osea, no solo es un pobre hijo de puta y gonorrea Sino también acosador el pirobo este",
maicolcordoba7,2,1.0,Que gonorrea de persona sos vos!!!,
crisdeividpe,0,0.0,Cómo me van a dañar el polvo así. Gonorrea ome gonorrea.,
CamiiCOL_,0,0.0,JAJAJA hay gonorrea el multiverso,
UrbanoCuellar,2,1.0,SETENTA TRIPLE CUATRUPLE GONORREA,
LeidyJazminOla1,2,1.0,Bien perro la gonorrea esta,
Julimolinasil,0,0.0,"Te amo Taylor, casi que no gonorrea",
ProfeQuiceno,0,0.0,"En todos los partidos no falta la gonorrea. El partido que este libre de pecado, que tire la primera piedra…",
alexgs1153,2,1.0,Seguí llorando gonorrea 70 hp q ya ni equipo tenes maricon,
guttylapauta,2,1.0,Mucha gonorrea vos no?,
Epifaniant_,0,0.0,"Que gonorrea lo de Villa, parce.",
OtraAlejandrMas,0,0.0,Soy esa gonorrea en estos momentos jajaja,
Willgosa,1,1.0,Como quiera gonorrea cuando y donde?,
alexgs1153,3,1.0,Disfrutamos su ruina gonorrea,
Meneses0420,0,0.0,"Que dolorcito más gonorrea, no quiero volver a sentir eso nunca",
unacalislena,0,0.0,Que gonorrea. No diré absolutamente nada más.,
DavidRued26,2,1.0,Que gonorrea de obeso mantenido sin pelo y huele a mierda seca,
Richi_cyj18,2,1.0,"Catre triple tetra gonorrea hijueputa, piroba de mierda, malparida zunga ",
QueGononeaParce,0,0.0,"Las redes sociales están llenas de adolescentes que no han vivido, queriendo decirle al mundo como vivir, que gonorrea.",
Alexmag017,0,0.0,Que gonorrea yo pasé por la 5ta cuando iban como 30 minutos y eso estaba más callado que la biblioteca departamental jajajaj,
GaiaAzul4,2,1.0,MUCHA GONORREA ESTA SAPA,
juanozzz10,1,1.0,vos te vas a hacer pegar gonorrea,
jhoniramirez,2,1.0,Simplemente un cobarde la gonorrea esta,
mariajo64005157,0,0.0,"Creo que siempre voy a tener esa lucha interna de por que la gente es tan gonorrea cuando ya no necesita ni de tu compañía, ni de nada tuyo, no sean así",
eltranseunteurb,0,0.0,"Marica, Cali fue abandonada por Dios, que re gonorrea.",
chipe01,0,0.0,Egg gonorrea ofendido mas demalas,
omarlboro7,2,1.0,grosero tu papá gonorrea malparido ome que berraquera,
GaiaAzul4,2,1.0,YA NO LE DEN MÁS PANTALLA A ESTA PUTA GONORREA,
miecdi,0,0.0,que gonorrea cuando dejas de disociar e interiorizas las cosas.,
JulianC_95,0,0.0,Que gonorrea que una persona te parezca tan triple chimba por lo que twittea y que en la vida real te caiga TAN mal,
GaiaAzul4,2,1.0,VIEJA CHISMOSA NO LE DA PENA GONORREA JAJAJA,
DUARVEDUQUE,2,1.0,"Q le estarán haciendo abajo a esta payasa, cosa más horrible como pone la traición a las personas, volverás a conseguir un voto Sapa hijueputa",
alejoooToro,0,0.0,"Con esa hijueputa rosca, corrupción que hay ahí en la federación no ganamos ni en parqués, técnico malo.",
LuiisFk,2,1.0,Vieja hijueputa.. no se te pudre la boca con tanta mentira?,
vuletichsm0,2,1.0,Ándate a ver beisbol mejor hijueputa me Tenes mamao,
